3670,410344
2956,061767
1709,085406
3608,238579
3453,818726
1768,844963
3382,373399
2352,794897
728,0452438
1161,865568
2876,417649
968,9221029
1758,962265
2694,464512
2170,166649
3853,649545
2441,370047
2404,017795
5371,910201
4001,03865
367,6253617
1345,113735
854,2087278
833,0529101
690,0375239
1818,978906
1584,582339
1900,912288
3500,22515
3151,158438
2057,703504
2647,518596
405,948104
920,6448071
667,491559
2925,831259
3790,938343
1584,934171
1357,642554
2488,222088
3880,112842
1482,496737
2891,414186
3702,318861
1271,593841
3581,208701
2602,55601
1952,48593
1573,072601
1618,876235
3808,794114
2994,422568
3728,768022
2499,2793
1507,381825
2402,28226
2847,658107
3212,18929
3187,997871
2881,940004
230,76743
1974,972639
828,4504961
957,3631832
513,7845872
3525,276793
4187,393467
157,8204081
1619,878498
1785,789011
924,1040324
1581,315074
3006,810023
3194,017903
3903,662927
625,4930421
2716,49543
3758,696647
1619,472723
2470,649222
2299,962823
5038,141659
2315,916301
1437,617466
3085,729624
769,894705
293,0674386
637,3356336
3437,154811
3972,908708
3793,345303
842,4353104
2828,363222
2792,566137
624,0324788
2201,409311
1284,246298
749,3340421
932,3865255
2441,853317
2259,703704
1573,156641
2613,941043
2537,915448
3872,100761
424,0870561
358,1408581
3612,082419
4100,127729
1477,963683
4182,795725
625,6226453
2399,905637
3436,085218
1487,8427
2924,722494
1268,832296
139,8397283
1700,296577
255,3732678
527,5409685
2798,96736
1892,623754
1392,339397
2970,005722
4017,858064
1951,167136
502,9038135
1981,876968
2397,932339
1300,406844
1684,76788
2545,618788
2341,319489
1876,116918
771,5414488
2298,885683
269,4987885
2641,493518
3040,538406
810,3361878
3026,89693
1347,869841
399,03737
3160,502988
3683,161901
856,1886637
3871,809608
1709,292372
279,6017138
3452,401151
723,7862684
613,6169357
4296,696535
1542,520869
1114,262316
969,2313714
1831,402168
2202,529083
4993,96987
3904,489436
1133,312373
3957,514174
946,0179384
1830,849292
2644,74147
503,6920248
1818,681584
3809,046141
4955,723901
211,1011608
1378,820268
3333,032033
3435,581255
1826,487516
2840,167753
721,0520422
2158,449659
3763,559813
1709,506498
2722,666437
3888,137297
4342,817764
2955,698375
407,8979122
294,4778747
2965,175834
1945,258255
2833,521373
1484,191661
1408,433195
1295,464226
3596,321341
1489,925353
2401,811209
1773,385058
918,2931219
3077,581528
4229,797195
499,5645891
1349,560934
644,9707713
4040,459138
1532,939646
4006,803011
2179,423301
2569,120234
132,8688582
127,9905504
820,9051793
3176,319133
3188,549226
222,707397
669,6735235
3612,422717
1812,035241
2154,694852
3879,924395
3705,652591
1724,820563
3597,09192
2810,446255
4026,735794
1212,899447
3273,675021
4085,400223
2885,994695
1262,064159
477,5951382
2907,850099
1821,382288
3859,191077
2962,963059
2433,666899
2252,994211
526,7378587
1282,75861
3710,02808
692,9281276
4314,889076
306,4265343
1735,087282
2663,305786
3510,836211
4535,646278
4002,426432
171,1200803
1658,942175
2822,169268
2515,779354
277,276958
3869,424173
2468,379304
611,9399956
1727,728396
1027,086218
676,7187781
1930,336944
4872,389824
5233,947691
2696,111694
1352,613068
523,6453548
2900,719525
1211,238426
2966,028148
1444,74905
1745,151007
629,2744395
3159,529472
1754,268798
3406,827457
2019,94563
3664,281909
2506,6837
483,0143366
1298,86332
219,6316871
4115,814231
5373,306661
3319,736453
553,4448891
4015,49537
4155,572736
903,1551291
1624,738408
460,7866063
3446,482403
3383,246851
1959,851584
3027,276322
417,0740052
2694,366469
3218,236858
2519,909046
882,283501
4694,312782
3140,5456
3026,740763
3750,602593
3797,527315
2368,642996
1610,620333
3048,518516
1240,086295
2689,957993
2059,202578
2189,838416
2326,897004
238,6305941
294,9717357
832,7013268
639,7632882
2232,058238
2920,828766
404,106961
3642,468166
2473,916713
1414,06455
3212,476723
3874,61751
672,6836491
3221,005045
2530,604391
4109,224964
1264,500852
2566,258007
2973,311421
2936,016701
704,4274689
1893,673052
1898,710166
2707,780719
3224,235025
2852,018526
2712,489566
3392,279073
1720,521537
2018,266237
4936,108853
1941,699366
1347,377462
738,2857177
462,3670433
453,2030574
1778,615577
4491,166661
4837,225547
2391,936875
413,639363
1405,651272
811,5820761
955,1768926
305,2657952
511,6599974
238,5167048
1836,548313
2602,992965
2833,332903
2253,132193
902,6559975
3173,292264
1385,806322
878,8068596
2211,196484
1678,042203
1296,517326
1097,168296
1640,291298
251,918227
2260,60875
663,230269
1306,824914
4350,019836
1156,856561
2414,024774
4300,100818
2964,71737
1591,661381
2355,424976
2044,110048
2613,25996
967,0574158
514,8355116
1696,140931
4105,232617
2409,384583
2794,099634
2783,194266
3884,671612
728,0452438
308,7810775
4163,989769
4042,447819
2853,218243
2947,417515
3802,609393
3727,379411
691,9703864
1546,370783
2669,632312
1608,332418
2649,77943
3045,885217
645,5583169
4914,156652
3859,94028
2617,27886
123,8187105
1626,165971
1711,751212
859,0055886
1775,227823
2810,775637
1656,401039
5617,487751
1906,016501
617,5264012
3451,616111
3128,098734
1898,553509
2951,190996
3429,245816
129,5775072
5575,83908
1176,034227
1890,846452
2226,353183
422,4346445
1570,572843
3984,884255
666,8330096
2851,028851
2494,485691
3572,163309
1780,078227
1601,325284
624,4354211
1459,58621
3205,151736
627,7615752
3588,925641
3051,289544
3130,973732
4766,227525
2682,873687
3444,253652
738,4615286
1612,294434
2293,464674
2577,257739
332,0546846
2848,597143
694,8856594
1408,143221
682,1741348
286,1171018
2507,329655
4785,103448
2849,358382
1071,777424
1529,195267
4519,197621
2796,455525
1549,929014
1562,249015
2994,898237
438,4216607
1982,795635
1844,254687
4219,610778
728,0668254
3600,005068
1591,050749
1861,989708
1793,803677
2950,275844
2469,800977
3663,552436
1991,591982
4025,167376
2944,713251
4081,265665
834,5732525
5287,172705
4027,740039
2615,006926
807,9854252
1879,785392
2881,980097
1896,636887
1956,279021
2262,629655
1492,447923
3657,494252
1933,888972
2898,607962
1315,369722
3947,264735
1957,577797
4220,082824
2225,556079
1537,53568
3487,47181
1189,044856
4535,265214
2858,491276
132,1725827
456,9171927
2815,734588
4100,488777
2853,333095
2453,316235
3789,896369
1256,551122
1820,900279
1116,789334
655,3570544
3624,600791
648,281962
1387,096966
4347,173793
640,2130944
1762,463748
2870,254565
4925,07948
1019,332057
3985,639046
1784,397819
1798,940158
3608,652754
768,029761
3749,112538
597,5471519
1484,796549
3018,034404
3493,232827
256,8800007
1405,696318
2888,439207
2538,603502
3023,104864
2780,63258
2329,743201
1875,396812
2891,799527
1497,997546
1331,326854
2371,503844
2883,119532
2600,473588
3709,379271
2658,690211
2923,553009
136,4532021
4160,868458
312,601384
2352,531064
661,6852873
1264,247872
2571,390724
3069,58371
671,6437308
1124,592649
1280,704309
165,8582293
3797,174288
1765,659695
2013,477631
2336,089225
2971,949941
2831,787442
2494,20127
1081,748458
4002,689282
460,6247826
811,5173079
805,3644773
2708,085731
615,0758507
2671,880796
781,0219077
2463,086616
3802,962168
2875,369157
4007,699511
5486,039144
2826,814629
670,2178714
5186,802726
1541,41185
2717,729291
492,5678307
3531,138162
1728,408425
5009,484644
1850,009641
1205,251394
1610,523544
545,6979311
5357,764837
2865,776901
2046,23468
4002,302062
2225,374019
444,7337835
919,3257211
2718,258645
2269,528783
142,9818951
1787,822764
1220,228492
715,073166
778,215093
1415,135568
4336,942931
2708,543326
2050,369863
4052,213093
3838,741789
2517,038129
651,5010214
409,1289685
2611,529592
939,0315591
1344,417041
1337,245525
3068,613795
1340,941229
3630,658683
3612,027098
1681,917999
1165,180556
2162,467614
910,1240452
1701,895091
2422,27743
336,5293235
3046,134942
2403,757149
1934,965162
1378,733211
2855,596265
611,4782224
2739,727918
148,0991565
2672,96818
1740,361873
2413,345304
2928,76763
644,4460152
1725,955482
5622,509057
1445,49923
2272,155902
1513,034287
2602,63295
3092,124923
729,6896042
1640,15933
1855,500199
3692,552861
2019,171983
2245,681981
151,4621466
5618,435149
3537,004132
2347,443838
4180,586418
1703,695139
360,7413619
2401,691776
338,3927653
3934,975423
4519,807845
1783,117397
2100,044376
416,4391859
1234,079898
280,4996398
785,5524267
738,4615286
2479,253246
1139,183822
3506,343057
3840,261134
1271,664263
1712,739993
937,503573
1267,999325
2091,378306
2456,866999
824,721437
2458,534682
1921,145722
3738,878628
3181,969098
688,6377058
2925,609188
1798,231043
1941,699211
3468,485964
2600,869403
256,9576432
4473,412919
2029,896131
4527,752911
2582,782969
638,2159314
2900,337743
1092,448463
1921,039434
2763,418786
1669,468814
2584,303653
1186,28423
2739,037392
4059,134029
3105,284737
1293,975138
3079,49423
848,0060072
1155,439523
3274,164673
1498,775492
1592,550463
2503,205
3771,607293
5090,144445
3665,789145
2314,350766
1655,996109
2226,957739
1311,054031
2813,261692
2393,474473
2902,074975
3863,05804
1611,307344
3089,085314
3087,095174
1704,810136
3084,560784
3883,240337
1938,420631
417,4648911
2473,352174
1121,262925
1092,315534
1701,074688
1155,816508
3043,116078
2860,200042
3888,943525
5080,429719
1977,167868
2931,594827
462,084918
640,7714951
794,176203
5140,045217
3108,246908
2579,669961
3059,278981
909,3014728
1874,084609
3892,88643
1293,20115
1429,848001
5047,692282
4138,979867
1575,972051
4391,392551
1922,814743
2524,117966
3044,215736
550,7060837
5069,826999
2311,38639
1868,941911
337,0079212
1477,584879
2322,589819
2830,423474
861,5619468
1766,991521
449,3865966
3563,230224
1296,738799
1957,060348
2554,262797
2227,110591
3090,03432
1840,567273
2632,355129
2454,995202
4358,992419
690,014974
138,5575619
5456,536487
609,9197381
3587,335093
4078,40306
146,0568024
661,6148126
1834,848136
1231,636125
2016,492033
3553,871663
3609,767536
711,1875237
1911,83194
1306,495523
1147,186435
1544,359355
1328,654093
404,4540021
3848,021505
1153,955941
1768,13065
1477,341248
1152,852344
2457,294286
1742,587158
3343,873493
1688,849606
4169,711433
3796,799241
922,8487126
2025,522185
836,1141798
1626,193393
4073,166758
2067,618019
2359,454606
1388,491186
1643,871557
668,6548958
762,5840786
1294,883573
965,5865813
2757,617403
268,3687063
2776,711817
1561,260617
2639,328427
624,7404583
3092,713847
1901,056188
3993,172749
2925,317942
1879,930237
3409,958962
3835,646935
4121,317535
3134,909373
3567,955112
2982,430233
2962,120538
2486,043275
318,444098
1226,859676
1283,712653
2217,990399
3583,790286
1688,24604
1421,237497
3186,960685
427,4105788
1938,696737
3153,740765
4269,178865
1698,121452
2873,212675
1536,223771
1842,692319
831,6702276
1999,369052
2212,158857
867,647551
1800,302871
877,8863777
1451,025915
459,445832
5158,659214
668,7110193
3555,366403
642,8855677
2853,20191
2411,147666
3725,306848
3008,419651
1230,780583
2181,605577
1489,451538
2948,539958
4141,684107
1829,47415
465,2105245
1871,784889
3916,569042
1542,337684
1576,48517
1891,759859
2236,092854
3817,131083
2784,45798
1684,975098
1386,95509
1859,077816
844,8559554
650,1995234
4985,913703
3866,103177
1687,308225
2183,492937
2339,372255
3816,623856
2430,096127
657,398301
3207,04318
2447,821974
3060,64802
1078,460762
1108,397698
659,0971984
2947,827644
3215,37033
5176,158177
347,3170489
335,3980085
756,9652909
758,3767456
1504,307602
3011,897157
2461,486274
2423,747683
2036,707762
587,6558446
1628,60564
2455,852503
5182,864588
727,0741789
1480,273071
3604,159251
2615,193562
656,3723029
2456,735044
3313,260971
1378,810879
4154,393683
1638,446158
1744,141759
1705,923461
1093,790803
4443,967419
2324,172452
2407,351567
367,841667
3004,517048
2420,47858
1176,466679
1179,296649
947,2219755
873,2643412
1576,127512
3340,804289
237,339103
377,0696515
2919,038348
2760,836171
2741,689886
642,0428928
3504,615591
2054,603853
3028,670687
2271,868984
3059,692482
4162,368062
2857,440132
3050,636199
747,4583688
3670,233388
3201,56284
309,9852212
3432,982883
1457,244363
1192,547998
1718,775713
3971,026444
591,490796
2463,837852
3986,127411
515,272758
2935,959595
2647,098443
3934,862586
1298,868495
885,9185056
1666,989167
3785,120473
1783,503235
4780,789535
865,37421
474,4629171
1600,925773
1292,31109
302,8561985
2900,681956
5409,691702
2815,619408
2863,772509
1534,761084
887,8495795
1823,508685
2681,839994
2954,277918
612,9401294
4314,609012
1011,669068
3465,760445
162,388458
929,0051585
1390,056465
2789,882782
1716,537875
1658,423179
2481,035112
131,3575733
1321,183162
1827,276198
1199,354772
916,9025231
2336,247935
1149,248431
506,1595867
4133,250583
1747,00346
1448,068168
514,9885547
868,9570484
891,7896817
3722,585939
1706,359586
654,9969433
3900,615585
2669,636882
584,997761
2649,516978
2990,639666
1299,512126
629,4851052
2966,214697
2746,960327
2766,274364
2250,910989
1424,564821
3431,342864
2649,536762
2783,050873
715,064957
3766,977653
3557,735103
257,6322253
3718,959429
2785,644896
436,0033503
3977,341197
3123,991874
675,2970801
2436,497604
2795,693023
3750,899195
252,5427692
851,674007
1306,293272
598,8764934
2234,540682
2424,640245
528,5559677
1690,001448
2336,359365
521,621079
3227,250119
5089,799388
3121,527327
4053,083021
1204,860308
1993,622023
2554,058097
1203,82686
3204,335057
3599,58562
2490,018752
5183,414935
448,7993402
840,310502
446,9500694
1958,712638
3244,228127
3360,348755
3683,054986
553,1252873
657,576214
2957,89524
3049,996513
2562,482113
3201,732052
4032,485943
5598,610179
968,3073992
552,0150615
1935,110115
1786,5257
1248,196481
5026,182941
1855,162746
3982,850892
3563,780181
157,0310373
2478,57251
4091,595928
4855,280417
3030,846035
2707,680613
714,9356847
2435,716633
2461,498544
623,9038856
3361,86065
4203,596554
2831,357589
1434,425678
843,0797981
493,881563
336,4030908
1570,036922
2223,374606
1695,872934
3077,639654
1841,239655
2159,962979
938,8546925
2194,496971
5133,586111
488,3714296
2418,657065
2737,809505
1572,223938
3876,05072
3167,719586
1744,727307
608,0083131
3631,462447
3144,117931
934,8263284
3038,490196
1584,330733
1899,057064
1194,862166
2624,386203
924,2360104
2162,34725
736,7874105
2471,506231
1954,765452
902,9965658
710,1085528
2996,764475
400,7467007
3624,587914
3577,620155
865,4923314
590,2911864
1593,595341
1880,243963
1429,4841
2466,33545
4098,328415
524,9618871
2014,811758
3630,266297
1572,148978
2878,051669
2382,544695
3683,18643
762,0608613
5448,32838
2340,038688
327,9924023
3653,605683
4137,322478
1003,615252
2349,178026
2982,151636
3025,813714
3677,417048
2828,692206
615,4125846
2500,139345
5050,062
647,7316137
1767,211504
1052,880482
4298,865868
1556,117483
4916,000288
3623,217958
5230,324104
1970,81324
1973,495525
2648,535716
4993,632922
5105,892924
3421,525113
1411,516079
2644,496778
3671,056772
1220,371895
947,1167816
3288,134697
364,6401807
2037,626367
1780,271011
3823,024133
4257,130059
799,4067387
624,6842006
141,7343043
3048,278129
805,6921237
629,2906415
3893,604339
2452,595409
254,6766958
2385,739708
631,2292833
5114,438979
1868,001813
174,6905283
2606,159314
1501,758025
2640,601986
3480,584269
286,179557
1898,570182
3231,78883
652,4406761
2226,037891
2801,092771
135,3645864
227,5904297
355,2223481
1939,65841
1497,993788
977,3882997
2841,570081
2779,591866
2457,412261
351,2326094
1769,657569
1560,3015
700,1194056
2229,865467
617,8321582
631,6190306
3159,008447
941,390355
3763,731773
2327,648973
2600,692296
1457,382205
2978,508376
1512,697193
2124,300304
1676,724029
721,5997773
1390,885655
343,5280542
602,7314201
3583,607499
242,9425987
4428,864851
2568,611604
3026,89693
1866,234877
595,5391137
1944,483251
2648,59092
2421,066098
2296,939494
1476,573844
842,1382273
4011,473716
1667,780882
928,491029
498,63637
1897,614956
431,7725553
1442,397249
4058,99155
3142,986895
1277,018259
3679,486766
1149,375443
4863,659422
1576,193824
2818,798648
629,7436827
3848,67447
1866,555318
663,4189053
1944,395221
724,154581
1665,554057
3831,699258
3173,019588
1871,312682
1990,799187
3368,311486
2828,145889
1581,55341
1046,531455
2610,464748
1660,756638
687,8671119
3073,249227
514,9142688
1946,719509
910,7721592
3839,748413
4835,887875
2981,340604
3333,710742
2553,651078
1191,888357
1942,829714
2421,595997
3148,624777
1444,336585
5296,771965
3023,47411
2860,826877
1102,335609
2979,10571
158,427678
2396,489272
3741,245609
608,015417
3224,655627
134,545059
1662,960628
3041,843628
935,67888
2324,804302
3093,710522
3685,423179
2472,551109
3485,556171
2124,862906
3780,712783
2843,414828
3147,01194
136,0470524
5102,989636
2706,575472
1268,207102
638,2567965
4192,389959
1805,50084
3916,565205
899,3500536
4007,126276
3006,732818
3197,143629
3153,84145
756,9652909
2765,829393
597,9418472
4778,429034
1583,385603
3367,624758
410,9969646
2420,444688
1744,752669
289,2376433
836,1125749
2986,599993
3618,689937
1236,334374
2001,355704
601,7468882
1819,351355
838,6069565
2759,993026
1594,235277
3925,006106
1680,247115
279,9850968
2859,147152
4131,163388
1354,316339
3705,401898
1011,457154
3014,666781
3190,236359
1941,514375
1507,657697
911,941117
4123,025889
224,2754999
2325,862586
1393,20496
5149,062416
1955,075693
2710,350566
2310,262918
1335,949735
327,7743488
2946,605122
3119,304429
2513,029923
1285,281559
759,0935482
1494,319335
641,0208053
1681,917999
4088,384339
1881,021784
628,4967913
2284,663676
2417,485133
1817,084734
621,4580431
3587,404239
1034,949704
2134,095294
2025,670314
1954,68161
1462,076714
3876,305105
3190,124883
3591,529616
2382,035889
293,7600189
1850,545144
2689,341941
1854,665921
3975,947472
2520,333932
3843,275614
2939,39242
485,6658477
1108,999924
2804,667333
2437,055178
2675,150509
1733,340768
2735,232027
1053,332583
4452,740403
3679,005268
2201,874213
1850,353206
3068,906363
4657,561742
2275,604844
495,8524182
1196,273692
3173,270349
1969,437702
1509,38263
1040,118938
3426,690078
756,6567025
504,8094675
1722,069559
651,0351002
177,3671249
2892,765745
674,868023
3112,718298
2549,736972
2747,103704
4050,727772
1851,616386
2966,878743
3789,581344
2292,810073
1060,057432
3053,845462
2985,859951
1155,255566
2354,50336
5069,978975
3336,031454
2297,255008
3069,540499
1994,896495
3177,694866
3890,973903
1635,906359
2298,35862
4145,65026
2744,156154
3737,852044
3080,856
3761,042222
2632,666127
2800,821545
2473,843718
2671,180894
688,326908
4371,76614
803,2466582
622,8530304
1220,413783
143,2269794
3087,730433
440,281685
3399,104376
1141,771211
3131,952722
1900,956524
273,7424572
2525,67861
3495,780616
1847,116028
1148,349859
2477,583373
3823,54604
1394,688858
1442,795889
906,6537993
1712,168083
5130,030174
1423,170191
1189,440517
3517,738563
531,418451
2324,076107
545,5842977
897,3487305
2874,823454
2280,871466
2510,226969
174,7336486
3334,638886
1384,679365
658,7929055
872,1429287
3240,673153
2920,441215
331,2269528
2259,913592
1532,509484
3337,85123
161,5938826
644,0319223
1559,782957
1340,983022
2839,481717
3076,557697
1079,92686
642,9861376
2487,843398
1506,383293
850,0741627
5177,840662
1508,450344
213,911085
5111,596114
3116,336984
3202,373076
3387,830339
2282,158013
2339,438398
2405,65589
1105,685475
1490,429428
3118,408351
1427,005277
1457,271794
2623,850102
3366,22086
2714,613305
593,9955972
3877,739263
3136,330827
1149,430792
2767,799127
145,6830293
4819,417593
2577,845904
1134,808036
3728,768022
3018,550953
1589,235405
3912,152422
2002,485961
1532,868109
1554,437077
796,0999579
628,0057985
1811,650886
2380,003056
152,4663893
812,7370141
4018,485525
1300,446872
4200,255888
3206,662354
1759,864291
1802,600862
905,1800393
2462,438352
1460,842315
2672,522822
1361,605793
212,0318698
2383,330482
427,715027
3639,892118
641,4290201
954,7922911
3765,78872
1595,949203
1483,617468
269,8701353
4173,274479
1290,711875
4476,404251
1492,772644
3533,07193
3171,117151
688,2092851
173,8744515
3550,711361
2224,524541
2780,731371
5281,843939
4105,655958
3220,522434
2383,643151
2872,891273
482,6068584
4087,656408
2047,198324
3895,022049
522,2272147
519,8275949
2750,505807
1712,991328
163,2097691
1719,974706
1908,377997
2328,260496
3284,585514
3445,673403
1595,283866
2895,926914
4007,701557
1100,4005
1884,959667
3626,068209
261,2492047
3575,930573
1100,212538
4287,812546
2364,059785
2260,606276
3023,809916
1352,658604
667,7777538
1477,808433
1461,915829
2139,618801
1647,517179
850,8513831
625,911085
4922,215515
2942,661297
552,7137461
618,9066585
1109,358298
2248,6249
3594,024291
804,788571
1786,103811
351,5260905
1744,934245
2454,07242
659,1428685
301,404893
3910,079525
1893,569637
1840,711078
2955,710154
3181,242727
799,6522868
716,4896023
2675,205419
1712,718942
458,0180434
249,7430628
2053,395377
246,5773818
355,5700325
246,4517822
689,1080987
1152,422169
3415,789332
2416,500175
2307,318708
1306,407726
4136,671377
971,1803194
1742,58353
922,795328
3507,935537
2686,107362
678,2593032
3632,14089
513,9185801
2649,741951
2435,449402
2780,376872
2061,480308
4174,351156
2494,065611
3478,510272
622,1808902
2045,840959
1680,762502
3007,340341
682,4084979
761,8637841
2763,962545
3132,387356
2880,625503
2295,398603
3068,825478
3397,806377
2747,119547
489,5747866
4109,88236
327,0700795
676,4241956
2230,102847
2990,494043
712,0040059
1643,099983
4134,67894
149,3399676
2494,165305
1827,355068
2991,898857
1943,151061
691,5564166
2426,75792
2818,766509
807,9917066
4261,623938
3528,297529
2124,861345
1795,455383
3976,24296
1596,57862
3114,778563
1777,383369
3019,105495
847,0692613
1204,808521
2954,717194
2332,839201
2353,196156
1658,286902
3489,352536
1888,220941
607,4777568
3828,698547
3083,919542
2527,060315
2429,571524
2462,696479
1722,228793
722,0479726
2710,269725
4004,679402
684,269693
928,7335966
618,665439
3167,813077
920,448475
3438,933949
2844,266403
5144,256294
911,5508194
1764,478707
786,8730268
666,1655736
877,3156155
1669,805143
3182,350925
2224,324076
4625,197677
437,3874199
1869,176361
2629,416884
523,8857161
1240,376205
4102,400045
3002,783335
1469,157419
1608,870181
3807,962719
299,704062
424,0372951
1549,705047
1711,248433
3591,436276
635,6653982
3892,518279
1242,605774
3356,386604
4014,401539
1685,02922
3102,711048
783,4683142
1329,646919
1762,18851
2415,935446
3095,238806
2896,168543
2450,594247
2245,111486
1330,63798
3001,932068
3448,121664
2445,94442
1030,035954
2710,312085
3117,096456
3044,364416
1488,255888
1985,574467
1087,513743
3505,663829
792,7023082
211,473534
2424,454199
863,3466957
1095,622099
2607,630321
3916,163889
2459,696425
4240,669762
4489,536414
2683,889211
980,2397679
2962,891785
1867,775204
4742,771027
2475,74192
1466,746498
336,6697342
1668,936708
3211,969057
1434,883554
428,3094398
2737,534086
4125,690209
984,7026156
802,0455259
3883,275695
4005,200421
2607,400227
2509,538284
2455,456483
2334,603592
463,8670256
3052,565996
3957,211018
4072,647593
2239,075573
1764,755256
1408,235803
2753,658068
2399,564454
916,8494192
4285,857911
3146,66361
1718,221706
635,0858601
2933,865673
857,5430913
472,3079666
239,2433986
1160,116739
2889,637641
1594,235442
131,3824489
933,7530177
5293,578898
2387,2595
1672,391145
3426,548856
2987,552782
2379,182468
1089,942796
2833,268704
4520,080066
703,8329935
125,4701325
688,7626008
3051,86286
3397,870636
4133,644925
2478,808737
5585,180419
530,6535172
5313,334162
3824,489412
1575,658431
773,8640956
4759,101611
3959,853373
776,596193
1537,133519
1946,175326
1448,831543
3004,175709
3885,984053
1967,125016
4151,565601
4509,028851
1846,820613
650,7265491
4375,352987
1658,122294
2161,987291
2004,323966
5180,225822
1731,600818
1651,588392
681,7812297
137,7157764
874,5233274
3382,073445
1798,138928
2325,168404
3993,234704
2954,90879
3168,014305
777,2680034
4782,556627
840,1889264
3773,233004
1603,145887
2308,987373
2390,228291
1392,742174
1452,774573
1308,642214
242,391005
3828,497258
3850,672357
804,9654772
3930,923792
1075,754593
3459,452145
555,8319449
3993,822231
3982,410535
436,9474076
3111,643639
995,4837912
953,1005915
1518,821195
1198,37456
2763,470627
2345,402772
4073,469715
4396,469701
436,8530934
2831,551774
2819,066537
2482,327988
639,4917378
2694,183165
154,4250792
2744,800908
1484,62351
4112,104776
911,3374332
686,0379176
3927,189853
2879,845621
3015,025422
3705,938757
1467,479883
5046,744734
737,4660344
682,8938255
2021,604985
3177,70454
3834,76584
4515,762475
685,1136495
1982,497267
591,4628695
1271,709043
3164,026581
1794,377528
4140,634298
1994,938897
1350,600451
669,0403959
2264,177336
965,4552933
4184,407618
3415,227537
1983,326366
2788,899918
514,647451
3726,06537
1983,020769
931,1205723
950,3681171
403,1240792
2899,184411
3201,74703
796,3919648
2317,263573
3023,809916
335,9112105
585,6936768
2224,511079
2043,359277
3795,467058
621,2285141
1680,645772
1372,560278
706,4260498
761,0427619
1468,253523
2800,050535
4819,681723
2399,603579
2563,880469
3445,536346
2971,862256
3075,589925
3598,558981
3338,20648
1113,271679
2408,898396
2778,129906
3010,874868
4139,610073
1920,853437
2826,739901
1317,37994
3743,993701
1578,167021
913,7073475
1956,552944
4640,784713
2414,889181
1847,799435
929,1154673
3200,99059
3412,756875
909,6524965
623,1726922
1403,164088
770,208194
3753,024544
3423,787058
481,3134574
3148,670144
3329,923025
1121,518452
878,0802196
2427,875446
651,4275222
1691,658848
3080,570075
3028,106744
3004,944912
145,1491533
1595,223904
1855,037763
4007,097361
3081,829553
4114,511647
947,8706281
4015,119523
439,7994519
490,7700462
4007,810269
3715,482654
2137,436909
2838,269952
3167,755961
734,9864449
3067,593281
2901,841704
2227,479726
853,7143383
1214,908583
2249,896225
1932,471344
1434,518239
533,397287
816,8677957
2028,872651
3678,564428
1878,402606
3031,342664
261,6529913
2302,264412
1108,322467
1007,93584
